News_Source,Title,Source_URL,Publish_Date,Category,Summary,Scrape_Date
Utusan Malaysia,PARLIMEN: 675 pegawai perubatan letak jawatan tahun lalu,https://www.utusan.com.my/nasional/2025/08/parlimen-675-pegawai-perubatan-letak-jawatan-tahun-lalu/?utm_source=rss&utm_medium=rss&utm_campaign=parlimen-675-pegawai-perubatan-letak-jawatan-tahun-lalu,"Thu, 28 Aug 2025 02:06:34 +0000",BERITA,"KUALA LUMPUR: Seramai 675 pegawai perubatan meletak jawatan pada 2024 melibatkan 386 pegawai lantikan tetap dan 289 pegawai lantikan kontrak berdasarkan rekod Kementerian Kesihatan (KKM). Menteri Kesihatan, Datuk Seri Dr. Dzulkefly Ahmad berkata, jumlah itu bersamaan kadar peletakan jawatan sebanyak 1.5 peratus berbanding keseluruhan 43,709 pengisian pegawai perubatan pada 2024.",2025-08-28
Utusan Malaysia,Pasaran saham dibuka positif,https://www.utusan.com.my/ekonomi/2025/08/pasaran-saham-dibuka-positif-11/?utm_source=rss&utm_medium=rss&utm_campaign=pasaran-saham-dibuka-positif-11,"Thu, 28 Aug 2025 02:05:05 +0000",EKONOMI,"PETALING JAYA: Bursa Malaysia naik 4.72 mata kepada 1589.63 pukul 9 pagi hari ini, berbanding 1587.91 pada penutup Rabu. Indeks penanda aras dibuka tinggi 1589.26 Jumlah dagangan sebanyak 84.27 juta unit bernilai RM73.86 juta.",2025-08-28
Utusan Malaysia,Pak Andam bangga berbusana tradisi ketika menjalankan tugas,https://www.utusan.com.my/gaya/2025/08/pak-andam-bangga-berbusana-tradisi-ketika-menjalankan-tugas/?utm_source=rss&utm_medium=rss&utm_campaign=pak-andam-bangga-berbusana-tradisi-ketika-menjalankan-tugas,"Thu, 28 Aug 2025 02:00:24 +0000",GAYA,"Lelaki ini tidak pernah merasa janggal berbusana lengkap Baju Melayu tradisional dan bersongkok setiap kali melangkah ke majlis untuk menjalankan tanggungjawabnya sebagai Pak Andam. Gayanya yang kemas itu seringkali mencuri tumpuan hadirin. Bagi Megat Mat Akhir Megat Mohamad, 57, busana kebangsaan yang terletak kemas di tubuhnya bukan sekadar pakaian semata-mata.",2025-08-28
Utusan Malaysia,Kelab sukan tawar kursus henti ketagihan permainan dalam talian,https://www.utusan.com.my/luar-negara/2025/08/kelab-sukan-tawar-kursus-henti-ketagihan-permainan-dalam-talian/?utm_source=rss&utm_medium=rss&utm_campaign=kelab-sukan-tawar-kursus-henti-ketagihan-permainan-dalam-talian,"Thu, 28 Aug 2025 02:00:21 +0000",Asia,"BEIJING: Sebuah kelab e-sukan di wilayah Hebei, utara China, menemui peluang perniagaan baharu apabila menawarkan kursus khas untuk membantu remaja yang ketagih permainan dalam talian. Pemilik kelab berkenaan, Su Chenhao berkata, operasi kelab itu yang bermula pada 2018 pada awalnya bertujuan melatih pemain profesional namun, beliau menyedari bakat hebat dalam e-sukan amat jarang ditemui.",2025-08-28
Utusan Malaysia,Grimsby cipta kejutan singkir United,https://www.utusan.com.my/terkini/2025/08/grimsby-cipta-kejutan-singkir-united/?utm_source=rss&utm_medium=rss&utm_campaign=grimsby-cipta-kejutan-singkir-united,"Thu, 28 Aug 2025 01:37:27 +0000",Bola Sepak,"GRIMSBY, England: Kelab divisyen keempat, Grimsby Town mencipta sejarah sensasi apabila menyingkirkan gergasi Liga Perdana Inggeris, Manchester United dalam aksi pusingan kedua Piala Liga selepas mencatat kemenangan 12-11 menerusi penentuan sepakan penalti, awal pagi tadi.",2025-08-28
Utusan Malaysia,"Pas Sabah akan bertanding guna logo PN, sedia hadapi PRN",https://www.utusan.com.my/nasional/2025/08/pas-sabah-akan-bertanding-guna-logo-pn-sedia-hadapi-prn/?utm_source=rss&utm_medium=rss&utm_campaign=pas-sabah-akan-bertanding-guna-logo-pn-sedia-hadapi-prn,"Thu, 28 Aug 2025 01:35:25 +0000",BERITA,"Kota Kinabalu: Pas Sabah akan bergerak bersama Perikatan Nasional (PN) dan menggunakan logo gabungan dalam Pi­lihan Raya Negeri (PRN) Sabah, sekali gus menamatkan spekulasi kerjasama dengan Pakatan Harapan (PH). Pesuruhjaya Pas Sabah, Datuk Dr. Aliakbar Gulasan berkata, keputusan itu muktamad dan pengagihan kerusi sedang diperincikan dengan rundingan antara parti gabungan berjalan lancar.",2025-08-28
Utusan Malaysia,"‘Ramai mahu jadi penyanyi, bukan penghibur’",https://www.utusan.com.my/nasional/2025/08/ramai-mahu-jadi-penyanyi-bukan-penghibur/?utm_source=rss&utm_medium=rss&utm_campaign=ramai-mahu-jadi-penyanyi-bukan-penghibur,"Thu, 28 Aug 2025 01:30:23 +0000",BERITA,"Pernah mencipta fenomena melalui perjalanan muziknya yang penuh suka duka iaitu dari zaman boy band sehinggalah mengukir kerjaya seni sebagai penyanyi solo, Naqiu ternyata sedang benar-benar menikmati kehidupannya sebagai anak seni.",2025-08-28
Utusan Malaysia,PARLIMEN: Bacaan kali kedua RUU Pembaharuan Semula Bandar antara tumpuan Dewan Rakyat hari ini,https://www.utusan.com.my/nasional/2025/08/parlimen-bacaan-kali-kedua-ruu-pembaharuan-semula-bandar-antara-tumpuan-dewan-rakyat-hari-ini/?utm_source=rss&utm_medium=rss&utm_campaign=parlimen-bacaan-kali-kedua-ruu-pembaharuan-semula-bandar-antara-tumpuan-dewan-rakyat-hari-ini,"Thu, 28 Aug 2025 01:28:38 +0000",BERITA,KUALA LUMPUR: Perancangan projek pembangunan infrastruktur kerajaan Persekutuan serta pencapaian pembinaan rumah mampu milik di bawah Rancangan Malaysia Ke-12 (RMK12) antara isu utama yang dijangka menjadi tumpuan hari terakhir persidangan Dewan Rakyat kali ini.,2025-08-28
Utusan Malaysia,13 pelajar Kolej Vokasional Lahad Datu tiba di Kompleks Mahkamah Tawau,https://www.utusan.com.my/berita/2025/08/13-pelajar-kolej-vokasional-lahad-datu-tiba-di-kompleks-mahkamah-tawau/?utm_source=rss&utm_medium=rss&utm_campaign=13-pelajar-kolej-vokasional-lahad-datu-tiba-di-kompleks-mahkamah-tawau,"Thu, 28 Aug 2025 01:16:17 +0000",BERITA,"TAWAU: Seramai 13 pelajar Kolej Vokasional Lahad Datu tiba di perkarangan Kompleks Mahkamah Tawau kira-kira pukul 8.30 ini untuk mendengar keputusan hukuman ke atas mereka selepas didapati bersalah kerana membunuh Mohamad Nazmie Aizzat Mohd Narul Azwan, 17, pada Mac tahun lalu.",2025-08-28
Utusan Malaysia,Empat beregu negara bertembung sesama sendiri di peringkat 16 akhir,https://www.utusan.com.my/terkini/2025/08/empat-beregu-negara-bertembung-sesama-sendiri-di-peringkat-16-akhir/?utm_source=rss&utm_medium=rss&utm_campaign=empat-beregu-negara-bertembung-sesama-sendiri-di-peringkat-16-akhir,"Thu, 28 Aug 2025 01:11:55 +0000",Badminton,"PETALING JAYA: Peminat badminton tanah air bakal disajikan dua pertembungan sesama sendiri beregu lelaki dan campuran di peringkat 16 terbaik pada Kejohanan Badminton Dunia 2025 di Paris, Perancis, hari ini. Pada peringkat 32 terbaik semalam, beregu lelaki No.",2025-08-28
Berita Harian,Kournikova hamil anak keempat,https://www.bharian.com.my/sukan/raket/2025/08/1439105/kournikova-hamil-anak-keempat,"Thu, 28 Aug 2025 10:06:35 +0000",Raket,"MIAMI: Bekas bintang tenis Rusia, Anna Kournikova, 44, sedang hamil anak keempat bersama pasangannya, penyanyi Sepanyol terkenal Enrique Iglesias, menurut laporan majalah Hola dari Sepanyol.",2025-08-28
Berita Harian,Semua pihak termasuk Ahli Parlimen perlu sokong RUU Pekerja Gig 2025 - Lam Thye,https://www.bharian.com.my/berita/nasional/2025/08/1439103/semua-pihak-termasuk-ahli-parlimen-perlu-sokong-ruu-pekerja-gig-2025,"Thu, 28 Aug 2025 10:02:30 +0000",Nasional,"KUALA LUMPUR: Kerajaan, pihak industri dan masyarakat sivil perlu memastikan Rang Undang-Undang (RUU) Pekerja Gig 2025 dapat dilaksanakan dengan berkesan supaya memberi manfaat kepada mereka yang setiap hari mengorbankan masa dan tenaga di jalan raya.",2025-08-28
Berita Harian,Pemain EPL atur perlawanan - polis Sweden,https://www.bharian.com.my/sukan/bola/2025/08/1439101/pemain-epl-atur-perlawanan-polis-sweden,"Thu, 28 Aug 2025 09:53:27 +0000",Bola,"LONDON: Beberapa pemain Liga Perdana Inggeris didakwa terbabit dalam mengatur perlawanan, menurut seorang pegawai polis kanan Sweden yang sebelum ini mengetuai operasi menumpaskan sindiket perjudian haram.",2025-08-28
